Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
377,5,1,682,1,0,3,0,0,0,21,2,2,0,5,7,4,105,55,1,1,5,5,2,4,2,0,0,738,593,1,0,1,4,593,255,0,790,0,0,3,0,4,1,2,6,6,1,2,261,2,90,163,0,0,0,0,0,11,1,8,4,340000
378,0,3,717,1,3,3,0,0,0,22,2,2,0,2,8,1,111,60,3,1,12,13,2,4,2,609,0,259,672,1,0,1,4,693,0,0,604,1,0,1,1,1,1,0,6,6,1,3,379,2,54,0,0,0,0,0,0,5,4,6,5,394432
379,5,3,291,1,0,3,0,4,0,8,6,2,0,5,5,4,101,50,1,1,12,13,3,4,2,0,0,585,263,1,0,1,4,245,200,0,578,0,0,2,1,3,1,3,5,6,1,2,152,2,46,51,0,0,0,0,0,5,3,8,4,179000
380,4,3,95,1,3,3,0,4,0,18,2,2,0,0,4,5,28,0,1,1,3,14,3,4,0,67,0,505,293,1,4,1,4,256,127,0,518,0,0,2,0,3,1,2,4,6,1,1,56,2,0,0,100,0,0,0,0,4,4,8,4,127000
381,0,1,202,1,3,3,0,4,0,21,2,2,0,2,6,4,107,56,1,1,12,13,2,4,2,0,0,679,459,1,0,1,4,450,0,0,280,1,0,2,0,2,1,2,3,6,1,2,236,2,137,102,0,0,0,0,0,7,0,6,5,187750
382,5,3,444,1,0,3,0,4,0,5,2,2,0,5,6,4,107,56,1,1,12,13,2,4,2,0,0,565,227,1,0,1,4,191,235,0,577,0,0,2,1,3,1,2,6,6,0,2,282,2,78,41,0,0,0,0,0,3,1,8,4,213500
383,3,2,409,1,3,3,0,0,0,20,2,2,0,1,5,2,32,0,1,1,13,14,3,4,0,0,0,489,132,1,4,0,0,85,0,0,25,0,0,1,0,2,1,3,3,6,0,2,79,0,0,0,29,0,0,0,0,9,3,8,4,76000
384,5,3,1062,1,1,2,0,0,1,4,1,2,0,5,5,4,93,42,1,1,6,6,2,4,2,486,0,378,593,1,0,1,4,296,245,0,644,1,0,2,1,3,1,2,7,6,2,2,183,2,137,167,0,0,0,0,0,5,1,8,4,240000
385,11,3,41,1,3,3,0,4,0,0,2,2,4,2,7,4,105,55,1,1,12,13,2,4,2,4,0,663,436,1,0,1,4,431,0,0,264,0,0,2,0,2,1,2,4,6,1,2,123,2,80,10,0,0,20,0,0,3,4,8,4,192000
386,4,3,323,1,3,3,0,2,0,7,1,2,0,0,4,2,14,46,2,1,13,13,3,1,2,0,0,411,65,1,4,1,4,27,62,0,213,0,0,1,0,5,1,3,6,6,0,0,0,0,0,126,0,0,0,0,0,4,0,8,1,81000
387,8,3,202,1,3,3,0,4,0,7,2,2,0,7,5,5,77,26,3,1,8,8,3,4,1,313,0,258,301,1,0,1,4,329,0,0,178,1,0,1,0,3,1,3,4,6,1,1,76,2,186,0,0,0,0,0,0,9,3,8,0,125000
388,0,3,465,1,0,3,0,1,0,5,2,2,0,2,6,4,100,50,1,1,12,13,2,4,2,0,0,719,542,1,0,1,4,537,0,0,384,0,0,2,0,3,1,2,4,6,0,2,241,2,59,15,0,0,0,0,0,6,2,8,4,191000
389,5,3,825,1,3,3,0,4,0,16,2,2,0,5,9,4,108,58,1,1,12,13,0,4,2,574,0,251,630,1,0,1,4,666,94,0,765,1,0,2,1,3,1,0,7,6,1,3,387,2,121,114,0,0,0,0,0,7,2,6,5,426000
390,4,3,322,1,3,3,0,4,0,7,2,2,0,0,4,7,9,0,1,1,8,8,3,4,0,80,75,130,183,1,0,1,4,207,29,0,319,1,0,1,0,4,1,3,5,6,0,1,91,2,0,110,38,0,0,0,0,3,2,8,4,119000
391,5,3,797,1,0,3,0,1,0,11,2,2,0,5,5,4,102,52,1,1,12,13,3,4,2,349,0,49,146,1,0,1,4,99,355,0,649,1,0,2,1,3,1,2,5,6,1,2,228,2,64,151,0,0,0,0,0,5,3,8,4,215000
392,0,3,316,1,0,3,0,4,0,12,2,2,0,2,4,6,60,9,1,1,8,8,3,4,3,0,0,0,0,1,4,1,4,149,0,0,56,0,0,1,0,3,1,3,3,6,0,1,46,2,0,0,0,0,0,0,13,6,1,8,4,106500
393,1,3,224,1,3,3,0,0,0,3,1,2,0,2,3,4,44,0,1,1,14,15,3,4,1,92,0,335,133,1,4,1,0,87,0,0,26,0,0,1,0,2,1,3,2,6,2,0,0,2,0,0,0,0,0,0,0,3,0,8,0,100000
394,4,3,555,1,3,3,0,4,0,17,2,2,0,0,4,5,43,0,1,1,8,8,3,4,1,0,0,458,106,1,2,1,0,58,11,0,123,0,0,1,0,2,1,3,3,6,0,1,19,2,0,27,0,0,0,0,0,6,1,8,4,109000
395,0,3,492,1,3,3,0,4,0,7,2,2,0,2,4,5,57,6,1,1,13,14,3,4,1,378,0,254,369,1,4,1,4,345,0,0,192,1,0,1,0,3,1,3,4,6,0,1,251,2,13,0,0,0,0,0,0,5,4,8,4,129000
396,0,3,202,1,3,2,0,4,0,5,2,2,0,2,4,4,73,22,3,1,8,8,3,4,1,398,0,51,201,1,4,1,4,158,0,0,61,0,0,1,0,2,1,3,4,6,0,2,253,2,136,0,0,0,0,0,0,8,3,8,4,123000
397,5,3,235,1,3,3,0,4,0,12,4,2,0,5,4,4,63,12,1,1,12,13,3,4,1,255,0,201,185,1,4,1,4,145,282,0,584,0,0,2,0,4,1,3,6,6,1,1,30,2,0,136,0,0,0,0,0,6,1,8,4,169500
398,1,4,404,1,3,3,0,0,0,9,2,2,0,2,4,1,24,0,1,1,8,8,3,1,0,0,0,573,245,1,2,1,3,294,0,0,146,0,0,1,0,2,1,3,4,1,0,1,71,0,0,0,0,0,0,0,0,10,1,8,0,67000
399,5,1,292,1,3,3,0,4,0,21,2,2,0,5,6,4,107,57,1,1,5,5,2,4,2,414,0,165,334,1,0,1,4,319,33,0,427,1,0,2,0,2,1,2,5,6,0,2,131,2,0,136,0,0,0,0,0,9,3,8,4,241000
400,11,3,950,1,1,3,0,4,0,24,2,2,4,2,7,4,97,46,1,1,3,3,2,4,2,403,0,306,439,1,0,1,4,443,0,0,274,1,0,1,1,1,1,0,2,6,2,2,182,2,59,20,0,0,52,0,0,11,2,8,4,245500
401,0,3,370,1,0,3,0,4,0,5,2,2,0,2,6,4,106,55,1,1,12,13,2,4,2,4,0,676,469,1,0,1,4,456,0,0,286,0,0,2,0,3,1,2,4,6,1,2,101,2,0,0,0,0,0,0,0,6,0,6,5,164990
402,1,3,568,1,3,3,0,4,0,19,2,2,0,2,4,7,43,47,1,1,13,14,3,4,2,0,0,419,70,1,0,1,4,32,0,0,7,0,0,1,0,2,1,3,2,6,0,1,19,0,97,0,0,0,0,0,0,7,2,8,4,108000
403,5,3,780,1,3,3,0,0,0,15,2,2,0,5,7,4,99,48,3,1,12,13,2,4,2,0,0,642,366,1,2,1,4,362,335,0,752,0,0,2,1,4,1,2,8,6,1,2,115,2,78,104,0,0,0,0,0,6,0,8,0,258000
404,5,3,590,1,0,3,0,4,0,8,2,2,0,5,5,4,96,46,1,1,8,8,3,4,2,0,0,504,147,1,2,1,4,100,185,0,444,0,0,2,1,3,1,3,5,6,1,2,86,2,0,28,0,0,0,0,0,4,1,8,4,168000
405,0,3,539,1,0,3,0,0,0,19,1,2,0,2,3,3,77,43,1,1,9,10,3,4,1,530,0,83,454,1,0,1,4,608,0,0,471,1,0,2,0,3,1,3,6,2,1,2,173,2,59,65,0,0,0,0,0,5,3,8,4,150000
406,4,3,607,1,3,3,0,4,0,18,2,2,0,0,5,4,39,0,1,1,8,8,3,4,0,0,0,613,317,1,0,1,0,363,0,16,484,0,0,1,0,3,1,3,4,1,0,1,19,2,0,0,0,0,0,0,0,2,2,8,4,115000
407,6,3,960,1,3,3,0,4,0,6,2,2,0,5,5,6,19,26,1,1,13,10,3,4,0,0,0,519,168,1,0,1,4,122,225,0,509,0,0,2,0,4,1,3,6,6,0,1,56,2,0,0,61,0,0,0,0,2,2,8,4,177000
408,5,3,916,1,3,3,0,0,0,16,2,2,0,5,6,4,107,56,1,1,12,13,2,4,2,0,0,612,316,1,0,1,4,289,337,0,729,0,0,2,1,3,1,2,7,6,1,3,422,2,118,50,0,0,0,0,0,7,1,6,5,280000
409,5,1,650,1,3,3,0,4,0,21,2,2,0,5,7,4,108,58,1,1,12,13,2,4,2,406,0,141,298,1,0,1,4,271,311,0,696,1,0,2,1,3,1,0,6,6,1,3,380,2,0,86,0,0,0,0,0,3,2,6,5,339750
410,0,3,492,1,3,3,0,4,0,7,2,2,0,2,4,2,59,8,1,1,2,2,3,1,1,0,0,674,451,1,4,1,0,434,0,0,267,0,0,1,0,3,1,3,3,4,0,1,75,2,0,0,0,0,0,0,0,5,3,0,0,60000
411,14,3,1053,1,3,0,0,4,0,8,2,2,1,2,4,4,56,5,3,1,13,14,3,4,1,512,0,0,310,1,4,0,4,277,0,0,134,1,0,1,0,3,1,3,3,6,0,2,236,2,170,0,0,0,0,0,0,0,0,8,4,145000
412,0,1,79,1,1,3,0,4,0,21,2,2,0,2,6,4,110,59,1,1,8,8,0,4,2,281,0,543,543,1,0,1,4,536,0,0,383,1,0,2,1,2,1,2,5,6,1,2,170,2,0,122,0,0,0,0,0,5,4,6,5,222000
413,1,4,402,1,3,3,0,4,0,17,0,2,0,2,4,5,31,0,1,1,14,15,3,4,1,0,0,595,283,1,2,1,0,257,0,0,120,0,0,1,0,2,1,3,3,6,1,2,79,2,0,0,47,0,0,0,0,2,4,8,4,115000
414,5,3,696,1,1,3,0,1,0,20,2,2,0,5,6,4,94,43,1,1,12,13,2,4,2,15,97,322,327,1,0,1,4,297,309,0,704,0,1,2,1,3,1,2,7,6,1,3,304,2,121,147,0,0,0,0,0,11,2,8,4,228000
415,0,3,392,1,0,3,0,4,0,8,2,2,0,2,6,4,108,57,1,1,12,13,2,4,2,4,0,684,481,1,0,1,4,472,0,0,301,0,0,2,0,3,1,2,4,6,0,2,98,2,46,20,0,0,0,0,0,7,1,6,5,181134
416,5,3,259,1,3,3,0,4,0,19,2,2,0,5,5,6,79,28,3,1,6,6,3,4,1,62,0,298,70,1,4,1,4,32,163,0,341,0,0,1,1,3,1,3,4,6,1,2,133,2,0,0,0,0,0,0,0,2,0,8,4,149500
417,6,3,1034,1,0,3,0,4,0,6,1,2,0,5,5,5,22,0,3,1,13,12,3,4,0,534,0,139,496,2,4,0,0,486,377,0,815,1,0,2,1,4,1,3,8,6,1,3,396,0,0,0,0,0,0,0,0,10,1,8,4,239000
418,4,3,294,1,3,3,0,4,0,7,2,2,0,0,4,5,43,0,1,1,8,8,3,4,0,116,0,284,117,1,1,0,1,69,25,0,184,1,0,1,1,3,1,3,5,6,0,1,19,1,0,0,0,0,0,0,0,3,1,8,1,126000
419,0,3,327,1,3,3,0,4,0,12,2,2,0,2,4,5,69,18,1,1,12,13,3,4,1,396,0,166,310,1,0,1,4,277,0,0,134,1,0,1,0,3,1,3,4,6,1,1,53,2,0,71,73,0,0,0,0,6,4,8,4,142000
420,10,4,189,1,3,3,0,4,0,11,2,2,2,6,6,4,98,48,1,1,12,13,3,2,2,581,0,8,482,1,0,1,4,474,0,0,304,2,0,2,0,2,2,3,6,6,0,4,355,2,0,0,0,0,0,0,0,10,2,8,2,206300
421,0,3,986,1,0,3,0,2,0,14,2,2,0,2,5,6,78,50,1,1,5,5,2,4,1,565,0,220,603,1,2,1,4,601,0,0,461,0,1,2,0,3,1,2,6,6,1,2,206,2,154,0,0,0,0,0,0,5,3,8,4,215000
422,0,3,1030,1,3,1,0,4,1,11,0,2,0,2,4,4,55,4,3,1,6,6,3,4,1,0,0,587,267,1,0,1,0,229,0,0,105,0,0,1,0,2,1,3,2,6,0,2,198,0,0,0,0,0,0,0,0,1,2,8,4,113000
423,5,3,438,1,3,3,0,4,0,15,2,2,0,5,7,4,99,48,1,1,12,13,2,4,2,487,0,313,543,1,2,1,4,532,356,0,816,1,0,2,1,4,1,2,6,6,1,3,316,2,0,54,0,0,0,0,0,5,2,8,4,315000
424,0,3,409,1,3,3,0,4,0,12,2,2,0,2,5,4,57,6,1,1,13,14,3,4,1,303,0,372,398,1,2,1,0,382,0,0,218,1,0,1,0,2,1,3,4,6,1,1,48,2,0,32,0,0,0,0,0,4,2,8,4,139000
425,5,4,46,1,3,1,0,4,0,17,2,2,0,5,6,7,47,42,1,1,6,6,3,2,1,0,0,408,61,1,2,1,4,49,135,0,334,0,0,1,1,3,1,3,4,6,2,1,19,1,0,0,44,0,0,0,0,8,3,8,4,135000
426,8,3,843,1,3,2,0,4,1,20,2,2,0,7,6,4,90,39,1,1,13,14,2,4,2,618,0,0,569,1,2,1,4,619,0,0,487,1,1,2,0,2,1,2,3,6,1,2,234,2,32,0,0,0,72,0,0,7,3,8,4,275000
427,0,3,349,1,0,3,0,4,0,12,2,2,0,2,3,5,58,7,3,1,8,8,3,4,1,101,0,390,205,1,0,1,4,167,0,0,67,0,0,1,0,3,1,3,3,6,0,1,76,2,0,0,0,0,0,0,0,6,2,8,4,109008
428,0,3,162,1,3,3,0,4,0,5,2,2,0,2,6,4,108,57,1,1,12,13,2,4,2,336,0,349,406,1,0,1,4,388,0,0,224,1,0,2,0,2,1,2,4,6,0,2,278,2,49,42,0,0,0,0,0,8,1,6,5,195400
429,0,3,728,1,0,3,0,0,0,23,2,2,0,2,5,4,89,38,1,1,6,6,3,4,1,498,0,242,508,1,4,1,4,503,0,0,346,1,0,2,0,3,1,2,4,6,1,2,240,2,0,0,65,0,0,0,0,2,3,8,4,175000
430,12,4,6,1,3,3,0,4,0,2,2,2,3,5,5,4,72,21,1,1,6,6,3,4,1,163,0,36,17,1,4,1,4,4,51,0,104,0,0,1,1,2,1,3,2,6,0,1,30,2,0,0,0,0,0,0,0,6,2,0,0,85400
431,4,4,117,1,0,0,0,4,0,17,1,2,0,0,5,6,24,48,1,1,8,8,3,4,0,0,0,548,204,1,2,1,4,301,1,0,219,0,0,1,0,4,1,3,5,6,0,0,0,0,0,82,0,0,0,0,0,8,2,3,0,79900
432,12,4,9,1,3,3,0,4,0,2,2,2,4,5,4,4,72,21,1,1,6,6,3,4,1,215,0,176,121,1,0,1,4,73,99,0,318,1,0,1,1,2,1,3,4,2,0,2,133,2,154,25,0,0,0,0,0,7,1,8,4,122500
433,5,3,652,1,0,3,0,0,0,8,2,2,0,5,5,4,98,48,1,1,12,13,3,4,2,0,0,559,218,1,0,1,4,181,133,0,463,0,0,2,1,3,1,3,5,6,1,2,156,2,0,25,0,0,0,0,0,6,2,8,4,181000
434,13,4,8,1,3,3,0,4,0,10,2,2,3,6,3,6,73,22,1,1,5,5,3,2,1,227,0,64,53,1,2,1,4,25,0,0,6,1,0,1,0,1,1,3,1,6,0,0,0,2,38,0,0,0,0,0,0,5,2,8,4,81000
435,5,3,634,1,1,3,0,1,0,5,4,2,0,5,6,5,97,46,1,1,12,13,2,4,2,161,66,18,142,1,0,1,4,115,222,0,498,1,0,2,1,3,1,2,4,6,1,2,221,2,89,49,0,0,0,0,0,3,3,5,4,212000
436,4,4,78,1,3,3,0,4,0,17,2,2,0,0,5,7,24,0,1,1,11,12,3,4,0,0,0,405,58,1,4,1,0,57,26,0,172,0,0,1,0,2,1,3,4,6,0,2,133,2,0,0,0,0,0,0,0,9,0,8,4,116000
437,3,4,135,1,3,3,0,4,0,3,2,2,0,1,5,6,30,54,1,1,13,14,2,4,2,0,0,541,197,1,2,1,4,165,0,0,66,0,0,1,0,2,1,3,2,6,0,1,3,2,0,0,36,0,0,0,0,0,3,8,4,119000
438,1,3,75,1,3,3,0,4,0,6,2,2,0,2,4,5,17,52,1,1,14,12,3,4,2,147,0,21,12,1,4,0,4,43,0,0,10,0,0,1,0,2,1,2,2,6,1,1,76,1,0,0,6,0,0,0,0,2,1,8,4,90350
439,4,3,809,1,3,3,0,0,0,7,2,2,0,0,5,7,24,50,1,1,13,14,3,4,0,0,0,424,75,1,2,1,4,38,54,0,218,0,0,1,0,3,1,2,5,6,0,2,205,2,0,34,0,0,0,0,11,7,3,4,4,110000
440,0,3,957,1,3,3,0,4,0,16,2,2,0,2,9,4,109,58,3,1,12,13,0,4,2,629,99,491,716,1,0,1,4,742,0,0,780,1,0,2,0,2,1,0,8,6,2,3,300,2,0,59,0,0,33,0,0,3,3,8,4,555000
441,10,3,783,1,3,3,0,4,0,7,2,2,2,2,3,3,56,5,1,1,12,13,3,4,1,33,0,683,531,1,4,0,1,519,0,0,361,0,0,2,0,4,2,1,6,6,0,0,0,2,0,0,0,0,0,0,0,8,2,8,4,118000
442,4,4,145,1,3,3,0,4,0,3,2,2,0,0,4,6,34,42,1,1,8,8,3,4,2,0,0,618,325,1,4,1,4,332,36,0,445,0,0,2,0,3,1,3,6,6,1,2,79,1,0,0,0,0,0,0,0,5,2,8,4,162900
443,11,3,58,1,3,3,0,4,0,0,2,2,4,2,6,4,107,57,1,1,14,15,2,4,2,0,0,670,438,1,0,1,4,423,0,0,257,0,0,2,0,2,1,2,4,6,1,3,288,2,78,7,0,0,0,0,0,5,1,6,5,172500
444,5,3,366,1,3,3,0,4,0,5,2,2,0,5,6,4,95,45,1,1,12,13,2,2,2,319,0,159,211,1,0,1,4,187,292,0,621,1,0,2,1,4,1,2,6,6,1,2,175,2,78,113,0,0,0,0,0,6,2,8,4,210000
445,0,3,524,1,3,3,0,0,0,7,2,2,0,2,5,4,57,6,3,1,13,14,3,4,1,0,0,715,529,1,1,1,4,641,0,0,516,0,0,1,0,3,1,3,5,6,1,2,166,2,0,0,0,0,0,0,0,10,3,0,4,127500
446,0,3,983,1,0,3,0,0,0,12,3,2,0,2,5,5,67,52,1,1,3,10,2,4,1,81,122,359,568,1,0,1,4,697,0,0,614,0,0,2,1,2,1,2,4,4,1,2,242,2,0,0,0,0,0,0,0,5,4,8,4,190000
447,5,3,693,1,0,3,0,0,0,8,2,2,0,5,6,4,99,49,1,1,12,13,2,4,2,0,0,561,221,1,2,1,4,203,279,0,613,0,0,2,1,4,1,2,8,6,1,2,124,2,39,0,0,0,0,0,0,6,0,8,4,199900
448,4,4,350,1,3,0,0,4,0,9,2,2,0,0,5,5,40,0,1,1,8,8,3,4,0,0,0,487,130,1,4,1,4,83,98,0,326,0,0,2,0,3,1,3,5,6,1,1,7,0,0,0,0,0,0,0,0,5,0,8,4,119500
449,4,4,135,1,3,3,0,4,0,17,2,2,0,0,2,6,49,52,1,1,8,8,3,2,1,128,0,195,59,1,0,1,4,35,51,0,212,0,0,1,1,2,1,3,4,6,0,1,56,2,0,142,0,0,0,0,0,5,1,8,4,120000
450,1,4,122,1,3,3,0,4,0,17,2,2,0,2,5,7,34,55,3,1,13,14,3,4,0,0,0,509,152,1,0,1,0,106,0,0,34,0,0,1,0,2,1,2,3,6,0,1,31,0,0,95,0,0,0,0,0,5,0,8,4,110000
451,0,3,1067,1,0,2,0,4,1,4,2,2,0,2,6,4,76,25,1,7,9,10,3,4,1,328,0,537,574,1,4,1,4,565,0,0,419,1,0,2,0,2,1,2,3,6,2,2,240,2,125,42,0,0,0,0,0,11,0,8,4,280000
452,5,3,454,1,0,3,0,0,0,23,2,2,0,5,5,4,97,47,3,1,12,13,2,4,2,380,0,59,189,1,0,1,4,154,240,0,557,1,0,2,1,3,1,3,5,6,0,2,116,2,78,103,0,0,0,0,0,6,1,8,4,204000
453,5,1,409,1,3,3,0,4,0,21,2,2,0,5,7,4,109,58,1,1,12,13,2,4,2,0,0,477,122,1,0,1,4,86,206,0,456,0,0,2,1,3,1,2,4,6,0,2,303,2,0,20,0,0,0,0,0,5,3,8,4,210000
454,10,3,452,1,3,3,0,4,0,11,2,2,2,2,4,4,77,26,1,1,9,10,3,4,1,623,0,55,648,1,4,1,4,663,0,0,544,2,0,2,0,4,2,3,6,6,0,2,228,2,0,0,0,0,0,0,0,6,0,8,3,188000
455,0,3,498,1,3,3,0,4,0,14,2,2,0,2,6,5,74,23,3,1,6,6,3,4,1,461,0,202,427,1,1,1,4,413,0,0,247,0,0,1,1,3,1,3,4,6,1,2,205,2,0,0,0,0,0,0,0,8,1,8,4,175500
456,6,4,85,1,3,3,0,4,0,17,2,2,0,5,4,4,20,0,1,1,0,0,3,4,0,0,0,393,50,1,1,0,4,22,160,0,304,0,0,1,0,4,1,3,5,6,0,3,193,2,0,0,31,0,0,0,0,4,2,0,0,98000
457,0,3,1063,1,0,2,0,1,1,4,2,2,0,2,3,5,55,44,0,5,9,10,3,4,1,530,0,144,493,1,0,1,4,630,0,0,499,1,0,1,0,2,1,2,4,2,2,2,206,2,142,117,0,0,0,0,0,2,2,8,4,256000
458,6,4,99,1,3,3,0,4,0,17,2,2,0,5,7,6,29,46,3,1,11,15,3,2,2,0,0,375,40,1,1,1,4,119,221,0,502,0,0,1,0,3,1,2,5,6,1,1,16,2,118,51,0,0,0,0,0,5,2,8,4,161000
459,4,3,182,1,0,0,0,0,0,3,2,2,0,0,4,3,51,0,1,1,8,8,3,4,1,49,0,336,89,1,4,1,4,222,7,0,222,1,0,1,0,3,1,2,3,6,1,1,76,2,0,0,102,0,0,0,0,6,3,8,4,110000
460,5,1,278,1,0,3,0,4,0,21,6,2,0,5,7,4,110,59,1,1,12,13,2,4,2,257,0,170,164,1,0,1,4,118,338,0,635,1,0,2,1,3,1,3,6,6,0,2,223,2,0,125,0,0,0,0,0,11,3,6,5,263435
461,6,3,202,1,3,3,0,4,0,18,1,2,0,5,6,8,39,57,1,1,13,14,2,2,2,137,44,0,34,1,0,1,4,14,77,0,185,1,0,1,0,3,1,2,4,6,0,2,240,2,164,0,0,0,0,0,0,3,3,8,4,155000
462,0,3,311,1,0,3,0,4,0,19,2,2,0,2,4,4,66,15,1,1,8,8,3,4,1,265,62,0,185,1,2,1,4,138,0,0,50,0,0,1,0,3,1,3,3,6,1,1,79,2,0,0,97,0,0,0,0,11,3,8,4,62383
463,6,3,772,1,0,1,0,4,1,6,2,2,0,5,5,6,37,45,3,1,11,12,3,4,1,124,0,243,94,1,1,1,0,129,211,0,497,0,0,1,1,3,1,3,4,6,1,1,19,2,0,0,0,0,0,0,0,7,2,8,4,188700
464,0,3,325,1,3,1,0,4,1,5,2,2,0,2,4,4,79,28,1,1,6,6,3,4,1,303,0,269,300,1,4,1,4,265,0,0,125,0,0,2,0,3,1,3,3,6,0,0,0,2,0,0,0,0,0,0,0,7,3,8,4,124000
465,11,4,38,1,3,3,0,4,0,0,2,2,4,2,6,4,105,54,3,1,12,13,2,4,2,0,0,700,500,1,0,1,4,504,0,0,347,0,0,2,0,2,1,2,4,6,1,2,100,2,78,10,0,0,0,0,0,4,0,8,4,178740
466,0,3,624,1,3,3,0,4,0,12,2,2,0,2,6,4,71,20,0,5,9,10,3,2,1,399,0,322,452,1,4,1,4,435,0,0,268,1,0,1,0,2,1,3,3,6,1,2,203,2,0,0,0,0,35,0,0,3,1,8,4,167000
467,6,3,477,1,3,3,0,4,0,12,0,2,0,5,4,6,45,45,1,1,8,8,3,4,1,162,0,211,102,1,0,1,4,154,180,0,487,0,0,1,1,3,1,2,5,6,2,1,58,2,97,0,0,0,0,0,0,5,1,8,4,146500
468,0,3,725,1,0,3,0,4,0,16,2,2,0,2,7,4,107,56,1,1,12,13,2,4,2,0,0,745,614,1,0,1,4,616,0,0,480,0,0,2,0,3,1,2,5,6,1,3,398,2,0,32,0,0,0,0,0,4,1,8,4,250000
469,5,3,451,1,0,3,0,0,0,20,7,2,0,5,5,4,94,43,1,1,6,6,2,4,2,189,0,255,164,1,0,1,4,118,248,0,531,0,0,2,1,3,1,2,5,6,0,2,187,2,78,58,0,0,0,0,0,5,2,8,4,187000
470,11,3,166,1,0,3,0,0,0,22,2,2,4,2,7,4,86,35,1,1,6,6,2,4,2,148,141,0,554,1,4,1,4,549,0,0,398,1,0,1,1,1,1,2,2,6,0,2,205,2,0,42,0,0,17,0,0,5,4,8,4,212000
471,5,3,770,1,3,3,0,4,0,14,3,2,0,5,6,5,78,27,4,6,14,10,3,4,1,0,0,505,149,1,4,1,4,359,209,0,653,0,0,2,1,3,1,3,6,6,1,2,211,2,0,0,0,0,64,0,0,10,1,8,4,190000
472,13,4,52,1,3,3,0,4,0,7,2,2,4,7,5,4,106,55,1,1,12,13,3,4,2,209,0,30,31,1,0,1,4,290,0,0,143,1,0,1,0,2,1,3,3,6,0,2,202,2,0,18,0,0,0,0,0,5,2,8,4,148000
473,0,3,951,1,0,3,0,4,0,16,2,2,0,2,7,4,107,57,1,1,12,13,2,4,2,590,0,395,687,1,0,1,4,709,0,0,657,1,0,2,0,2,1,2,5,6,1,3,416,2,160,51,0,0,0,0,0,6,1,6,5,440000
474,11,3,107,1,3,3,0,4,0,22,2,2,4,2,7,4,101,50,1,1,5,5,2,4,2,551,0,179,557,1,0,1,4,623,0,0,491,1,0,2,0,2,1,0,4,6,0,2,181,2,43,36,0,0,0,0,0,7,1,8,4,251000
475,0,3,334,1,3,3,0,0,0,19,2,2,0,2,4,5,64,13,3,1,6,6,3,4,1,312,0,209,252,1,4,1,4,215,0,0,96,1,0,1,0,2,1,3,3,6,0,2,274,2,0,14,0,0,43,0,0,6,1,8,4,132500
476,0,3,861,1,3,3,0,4,1,5,2,2,0,2,5,4,98,48,1,1,12,13,3,4,2,492,0,313,548,1,0,1,4,543,0,0,392,1,0,2,0,3,1,2,5,6,1,2,188,2,74,27,0,0,0,0,0,3,2,8,4,208900
477,5,3,895,1,3,3,0,4,0,16,2,2,0,5,8,4,107,56,3,1,12,13,0,4,2,0,0,778,705,1,0,1,4,721,85,0,820,0,0,2,1,3,1,0,7,6,1,3,315,2,241,70,0,0,0,0,0,2,1,8,4,380000
478,0,3,627,1,3,3,0,4,0,5,2,2,0,2,7,4,108,58,3,1,12,13,2,4,2,578,0,265,640,1,0,1,4,657,0,0,537,1,0,2,0,3,1,2,5,6,1,3,374,2,131,32,0,0,0,0,0,8,3,8,4,297000
479,1,4,134,1,3,0,0,4,0,17,2,2,0,2,3,6,40,50,3,1,11,12,3,4,0,43,0,460,205,1,4,1,4,334,0,0,182,0,0,1,0,2,1,3,5,6,0,2,300,2,0,59,0,0,0,0,0,2,1,8,2,89471
480,0,3,971,1,0,3,0,2,0,16,2,2,0,2,8,4,105,55,3,1,12,13,2,4,2,570,0,367,665,1,0,1,4,692,0,0,600,1,0,2,0,3,1,2,6,6,1,3,350,2,262,94,0,0,0,0,0,2,0,8,4,326000
481,0,3,759,1,0,1,0,4,0,16,2,2,0,2,8,4,104,54,3,1,12,13,2,4,2,620,0,128,659,1,0,1,4,676,0,0,574,1,0,2,0,2,1,0,4,6,1,3,403,2,129,37,0,0,0,0,0,7,0,8,4,374000
482,6,4,25,1,3,3,0,0,0,17,2,2,0,5,6,7,19,55,1,1,11,12,2,4,2,108,0,387,207,1,0,1,4,175,268,0,588,1,0,1,1,4,1,0,5,3,1,1,2,2,0,0,0,0,0,0,0,5,3,8,4,155000
